COMPTE,SUJET,ENTITE__APPORTEUR,LEAD__RESP,ASSOCIE,STEP,PROB,SELL_ON,CODE_TOTEM,CA_BT__N__KE,CA_SST_INTERNE__N__KE,CA_SST_EXTERNE__N__KE,CA_MARKUP__N__KE,DONT_PCA__N_MOINS_1___KE,CA__N_PLUS_1___KE,COMMENTAIRES,DATE_DE_DEBUT_PREVUE_MISSION,OFFRE_PRINCIPALE,SECTEUR,GROUPE,TOTAL_CA_VENDU_N__KE,CA_BT_PONDERE__N__KE,D_QUALIF,D_DEBUT_REDACT°_PROPALE,D_ENVOI__PROPALE,D_GAIN,D_CLOTURE__PERTE,WEEK,DATE_REF
EDF - ESIP,Accompagnement à la mise en place d'un DATALab,WBT,THU,JSO,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,27/09 : A relancer,2017-01-01T00:00:00Z,Digital Innovation,Energie,EDF,10.0,2.0,2016-01-08T00:00:00Z,2016-01-12T00:00:00Z,2016-01-18T00:00:00Z,NA,NA,1.0,2017-01-01
EDF - G2S,Accompagnement Milanoe 2017,WBT,JSO,JSO,4 - Gagnée,1.0,Oui,NA,44.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Energie,EDF,44.0,44.0,NA,2016-12-05T00:00:00Z,NA,NA,NA,1.0,2017-01-01
EDF Groupe,Référencement Architecture d'Entreprise - Urbanisme,WBT,NSE,JSO,3 - Emise,0.2,Non,NA,50.0,NA,NA,NA,NA,NA,"LPE - émise, montant indiqué pour un petit win partiel",2017-01-01T00:00:00Z,ETM,Energie,EDF,50.0,10.0,2016-09-05T00:00:00Z,2016-09-09T00:00:00Z,2016-10-11T00:00:00Z,NA,NA,1.0,2017-01-01
ENGIE - DDSI,DDSI - Prestations de communication,WIES,THU,MMO,4 - Gagnée,1.0,Non,WM/ENGIE020,153.738,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Energie,Engie,153.738,153.738,2016-08-25T00:00:00Z,2016-08-29T00:00:00Z,2016-09-13T00:00:00Z,2016-09-26T00:00:00Z,NA,1.0,2017-01-01
ENGIE - GRDF,Lead Sécurité chez Marie Duval Soyez (Pôle Sécurité DSI GRDF),WBT,THU,JSO,0 - A qualifier,0.2,Oui,NA,30.0,NA,NA,NA,NA,NA,THU : Follow up suite déjeuner MDS 21dec,2017-01-01T00:00:00Z,ETM,Energie,Engie,30.0,6.0,NA,NA,NA,NA,NA,1.0,2017-01-01
ENGIE - GRDF,Mobilité DSI GRDF Sell On,WBT,THU,JSO,0 - A qualifier,0.2,Oui,WM/ENGIEYYY,50.0,NA,NA,NA,NA,NA,THU : Rendez vous déjeuner le 13 janv 2017,2017-01-01T00:00:00Z,ETM,Energie,Engie,50.0,10.0,NA,NA,NA,NA,NA,1.0,2017-01-01
ENGIE - GRDF,Transformation fonction architecture - iteration 2,WBT,LPE,ORE,4 - Gagnée,1.0,Oui,WM/ENGIE005,34.0,NA,NA,NA,NA,NA,LPE >> Sell on de WM/ENGIE005,2017-01-01T00:00:00Z,ETM,Energie,Engie,34.0,34.0,2016-11-02T00:00:00Z,2016-11-07T00:00:00Z,2016-11-29T00:00:00Z,2016-12-05T00:00:00Z,NA,1.0,2017-01-01
ENGIE - GRDF,Transformation fonction architecture - suite,WBT,LPE,ORE,0 - A qualifier,0.4,Oui,WM/ENGIE005,150.0,NA,NA,NA,NA,NA,LPE >> Sell on de WM/ENGIE005,2017-02-01T00:00:00Z,ETM,Energie,Engie,150.0,60.0,NA,2016-11-09T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Fleury Michon,Traçabilité et Blockchain - Cadrage du prototype,WBT,JVE,BES,2 - A émettre,0.6,Non,NA,50.0,NA,NA,NA,NA,NA,NA,2017-02-01T00:00:00Z,Data,Industrie & services,Fleury Michon,50.0,30.0,NA,2017-01-01T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Futuroscope,Stratégie digitale et feuille de route associée,WBT,MMO,ORE,2 - A émettre,0.4,Oui,NA,40.0,NA,NA,NA,NA,NA,NA,2017-02-15T00:00:00Z,Digital Innovation,Industrie & services,NA,40.0,16.0,NA,2016-12-08T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Gan Vie,Selfcare Digital,WBT,MBO,BES,2 - A émettre,0.4,Non,NA,75.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Assurance,Groupama,75.0,30.0,NA,2016-09-15T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Gaz Et Electricité de Grenoble,Feuille de route digitale,WBT,MBO,MMO,4 - Gagnée,1.0,Non,GEGXXX,20.0,NA,NA,NA,NA,NA,"Closing2016/0411 : Démarrage en douceur sur decembre 2016, avec un veritable démarrage 2017",2017-01-01T00:00:00Z,Digital Innovation,Energie,GEG,20.0,20.0,NA,2016-09-23T00:00:00Z,2016-10-04T00:00:00Z,2016-11-24T00:00:00Z,NA,1.0,2017-01-01
GE Money Bank,Appui transformation liée au rachat (meeting G. de Launay),WBT,JSO,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,GE,20.0,4.0,NA,NA,NA,NA,2016-04-12T00:00:00Z,1.0,2017-01-01
Generali,Métier : Community in a Box,WBT,BMO,JSO,0 - A qualifier,0.0,Non,NA,30.0,NA,NA,NA,NA,NA,PC BMO : Proposition à qualifier,2017-01-01T00:00:00Z,Digital Innovation,Assurance,Genrali,30.0,0.0,NA,NA,NA,NA,NA,1.0,2017-01-01
Generali,DSI : Datlab et Gouvernance de la Data,WBT,BMO,JSO,0 - A qualifier,0.0,Non,NA,30.0,NA,NA,NA,NA,NA,PC BMO : REX CERA / SNCF à faire,2017-01-01T00:00:00Z,Data,Assurance,Genrali,30.0,0.0,NA,NA,NA,NA,NA,1.0,2017-01-01
Geodis,GSCO,WIES,OGR,OGR,3 - Emise,0.4,Non,NA,180.0,NA,NA,NA,NA,NA,OGR : RDV à fixer le 01/12 ou 02/12,2017-01-01T00:00:00Z,Transformation,Service,Geodis,180.0,72.0,NA,NA,2016-12-06T00:00:00Z,NA,NA,1.0,2017-01-01
Givaudan,IIF - Initiatives 2017,WBT,MBO,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,Givaudan,20.0,4.0,NA,NA,NA,NA,NA,1.0,2017-01-01
Givaudan,IIF - Industrialisation boule connectée,WBT,MBO,JSO,3 - Emise,0.4,Non,NA,25.0,NA,NA,NA,NA,NA,Closing2016,2017-01-01T00:00:00Z,PocLab,Industrie & services,Givaudan,25.0,10.0,NA,2016-07-01T00:00:00Z,2016-07-26T00:00:00Z,NA,NA,1.0,2017-01-01
Givaudan,IIF - Accompagnement 2017,WBT,MBO,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,Givaudan,20.0,4.0,NA,NA,NA,NA,NA,1.0,2017-01-01
GRDF,Design UX,WBT,MLA,OGR,4 - Gagnée,1.0,Non,NA,4.5,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Energie,Engie,4.5,4.5,NA,NA,2016-11-04T00:00:00Z,2016-11-30T00:00:00Z,NA,1.0,2017-01-01
GUERBET,Formaliser les processus IT,WBT,MSU,JSO,3 - Emise,0.6,Oui,GUEXXX,22.0,NA,NA,NA,NA,NA,Closing2016,2017-01-01T00:00:00Z,ETM,Industrie & services,NA,22.0,13.2,NA,NA,2016-10-26T00:00:00Z,NA,NA,1.0,2017-01-01
HUMANIS,Datalab connaissance client & recommandation,WBan,JDO,BES,1 - Qualifiée,0.4,Oui,NA,60.0,NA,NA,NA,NA,NA,"07/12 : Rendez-vous réalisé avec le responsable de la stratégie Marketing présentant la démarche et l'approche suite à des travaux réalisés par l'équipe de Pascal C.
En attente de leur pour présentation au N+1",2017-01-01T00:00:00Z,Data,Assurance,Humanis,60.0,24.0,2016-12-07T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
L'Occitane,Pilotage et recette Programme de fidélité,WBT,JVE,BES,3 - Emise,0.6,Oui,LOCyyy,95.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Data,Service,L'Occitane,95.0,57.0,NA,2016-11-15T00:00:00Z,2016-11-18T00:00:00Z,NA,NA,1.0,2017-01-01
L'Occitane,Cadrage Programme de fidélité,WBT,JVE,BES,4 - Gagnée,1.0,Non,LOC001,35.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Data,Service,L'Occitane,35.0,35.0,NA,2016-11-13T00:00:00Z,2016-11-18T00:00:00Z,2016-11-21T00:00:00Z,NA,1.0,2017-01-01
L'Oréal,Ateliers de Design Thinking,WBT,MLA,ORE,4 - Gagnée,1.0,Non,LOR002,10.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,L'Oréal,10.0,10.0,NA,NA,2016-09-12T00:00:00Z,2016-09-22T00:00:00Z,NA,1.0,2017-01-01
L'Oréal,TED v2 - Ajout des risques,WBT,JPG,ORE,0 - A qualifier,0.2,Oui,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Industrie & services,L'Oréal,20.0,4.0,NA,NA,NA,NA,NA,1.0,2017-01-01
La Poste DSEM,Appui à la transformation de la DSEM - lot 2.1 (Déc 2016 et Janvier 2017),WBT,ORE / JPG,ORE,4 - Gagnée,1.0,Non,POS099,15.0,NA,NA,NA,NA,NA,Opening2017 : 90% à valider et chiffres à fiabiliser,2017-01-01T00:00:00Z,Transformation,Para-public,La Poste,15.0,15.0,2016-01-25T00:00:00Z,2016-02-03T00:00:00Z,2016-02-25T00:00:00Z,2016-06-21T00:00:00Z,NA,1.0,2017-01-01
L'Oréal,Etude d'opportunité - Rationalisation de l'éditique,WBT,JPG,ORE,1 - Qualifiée,0.4,Non,NA,30.0,NA,NA,NA,NA,NA,NA,2017-01-15T00:00:00Z,ETM,Industrie & services,L'Oréal,30.0,12.0,2016-12-23T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
La Poste DSEM,Accompagnement Transformation Managers de Proximité - Lot 2 ,WBT,MBO,ORE,3 - Emise,0.4,Non,NA,100.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Para-public,La Poste,100.0,40.0,2016-01-25T00:00:00Z,2016-06-14T00:00:00Z,2016-06-20T00:00:00Z,2016-04-07T00:00:00Z,NA,1.0,2017-01-01
La Poste DSEM,Appui à la transformation de la DSEM - lot 2.2 (2017),WBT,ORE / JPG,ORE,2 - A émettre,0.6,Non,NA,30.0,NA,NA,NA,NA,NA,NA,2017-02-01T00:00:00Z,Transformation,Para-public,La Poste,30.0,18.0,2016-01-25T00:00:00Z,2016-12-13T00:00:00Z,2016-11-23T00:00:00Z,NA,NA,1.0,2017-01-01
La Poste DSEM,Optimisation de l'activité des encadrants,WBT,ORE / JPG,ORE,1 - Qualifiée,0.4,Non,NA,30.0,NA,NA,NA,NA,NA,NA,2017-03-01T00:00:00Z,Transformation,Para-public,La Poste,30.0,12.0,2016-12-21T00:00:00Z,2016-12-13T00:00:00Z,2016-11-23T00:00:00Z,NA,NA,1.0,2017-01-01
LBP,CdS - Architecture filiale et partenaires T1,WBT,OTR,ORE,1 - Qualifiée,0.2,Non,NA,40.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,40.0,8.0,2016-12-02T00:00:00Z,2016-11-07T00:00:00Z,2016-11-23T00:00:00Z,NA,NA,1.0,2017-01-01
LBP,CdS - Sécurité - SST-EXT A. Agi,WBT,LPE / BFA,ORE,3 - Emise,0.8,Oui,LBPCDS,NA,NA,50.0,1.0,0.0,NA,"sst Alexandre Agi, devis émis",2017-01-01T00:00:00Z,ETM,Banque,La Poste,51.0,0.0,2016-12-01T00:00:00Z,2016-12-08T00:00:00Z,2016-12-15T00:00:00Z,NA,NA,1.0,2017-01-01
LBP,CdS - Sécurité - SST Airmis,WBT,LPE / BFA,ORE,3 - Emise,0.8,Oui,LBPCDS,NA,47.0,NA,0.0,0.0,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,NA,47.0,0.0,NA,NA,NA,NA,NA,1.0,2017-01-01
LBP,Data - Veille technique,WBT,OGR,OGR,1 - Qualifiée,0.2,Oui,NA,10.0,NA,NA,NA,0.0,NA,OGR : RDV à planifier 1ère semaine de janvier,2017-01-01T00:00:00Z,Digital Innovation,Banque,NA,10.0,2.0,NA,NA,NA,NA,NA,1.0,2017-01-01
LBP,Data - Gouvernance des données,WBT,OGR,OGR,1 - Qualifiée,0.2,Oui,NA,10.0,NA,NA,NA,0.0,NA,OGR : RDV à planifier 1ère semaine de janvier,2017-01-01T00:00:00Z,Digital Innovation,Banque,NA,10.0,2.0,NA,NA,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Big Data - Architecture fonctionnelle et gouvernance,WBT,OTR / JPG,BES,0 - A qualifier,0.2,Oui,NA,10.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Data,Banque,La Poste,10.0,2.0,NA,2016-05-10T00:00:00Z,NA,NA,2016-09-27T00:00:00Z,1.0,2017-01-01
LBP,Banque Digitale - Pilotage architecture et infrastructure (SST Airmis),WBT,JPG,ORE,4 - Gagnée,1.0,Non,NA,NA,134.0,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,134.0,0.0,2016-08-30T00:00:00Z,NA,2016-09-02T00:00:00Z,2016-09-16T00:00:00Z,NA,1.0,2017-01-01
LBP,Banque Digitale - Autres besoins à qualifier,WBT,JPG,ORE,0 - A qualifier,0.2,Oui,NA,50.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,50.0,10.0,2016-08-23T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
LBP,IDF - Pilotage PRA Régional (PCA 2016),WBT,JPG,ORE,4 - Gagnée,1.0,Oui,POS097,10.0,NA,NA,NA,10.0,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,10.0,10.0,NA,2016-08-31T00:00:00Z,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z,NA,1.0,2017-01-01
LBP,IDF - Mise en oeuvre PA ARS-iT saison 1 (PCA 2016),WBT,BFA/OTR/CGE,ORE,4 - Gagnée,1.0,Oui,POS097,10.0,NA,NA,NA,10.0,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,10.0,10.0,2016-08-23T00:00:00Z,2016-09-02T00:00:00Z,2016-11-23T00:00:00Z,2016-12-21T00:00:00Z,NA,1.0,2017-01-01
LBP,IDF - Architecture filiale et partenaires - Etude existant (PCA 2016),WBT,OTR,ORE,4 - Gagnée,1.0,Non,POS097,18.0,NA,NA,NA,18.0,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,18.0,18.0,NA,2016-11-07T00:00:00Z,2016-11-23T00:00:00Z,2016-12-02T00:00:00Z,NA,1.0,2017-01-01
LBP,CdS - Assistance PMO pour LPM DMR/SSI,WBT,BFA / OTR,ORE,0 - A qualifier,0.2,Non,NA,30.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,30.0,6.0,NA,NA,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Projet Replatforming T1,WBT,OTR,ORE,2 - A émettre,0.8,Oui,LBPCDS,70.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,70.0,56.0,NA,2016-11-10T00:00:00Z,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Appui OTR T1,WBT,OTR,ORE,2 - A émettre,0.8,Oui,LBPCDS,33.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,33.0,26.400000000000002,NA,2016-11-10T00:00:00Z,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Architecture sécurité T1,WBT,LPE / BFA,ORE,3 - Emise,0.8,Oui,LBPCDS,60.0,NA,NA,NA,NA,NA,Devis LPE+BFA STMC,2017-01-01T00:00:00Z,ETM,Banque,La Poste,60.0,48.0,NA,2016-11-10T00:00:00Z,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Architecture sécurité T1 pipe,WBT,LPE / BFA,ORE,2 - A émettre,0.6,Oui,LBPCDS,41.0,NA,NA,NA,0.0,NA,Complément STMC (Gérald) + complément certificats (CGE + cc),2016-01-23T00:00:00Z,ETM,Banque,La Poste,41.0,24.599999999999998,NA,2017-01-02T00:00:00Z,NA,NA,NA,1.0,2017-01-01
LBP,CdS - Projet Replatforming Janvier,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,LBPCDS,40.0,NA,NA,NA,NA,NA,Opening2017 : 90% mis en ferme en Janvier / Chiffres à fiabiliser,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,40.0,40.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LBP,CdS - Appui OTR Janvier,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,LBPCDS,20.0,NA,NA,NA,NA,NA,Opening2017 : 90% mis en ferme en Janvier / Chiffres à fiabiliser,2017-01-01T00:00:00Z,Transformation,Banque,La Poste,20.0,20.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LBP,CdS - Architecture sécurité Janvier,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,LBPCDS,20.0,NA,NA,NA,NA,NA,Opening2017 : 90% mis en ferme en Janvier / Chiffres à fiabiliser,2017-01-01T00:00:00Z,ETM,Banque,La Poste,20.0,20.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LBP,IDF - PCA OTR 2016,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS097,8.3,NA,NA,NA,8.3,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,8.3,8.3,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LBP,IDF - PCA SLG 2016,WBT,LPE,ORE,4 - Gagnée,1.0,Oui,POS097,13.3,NA,NA,NA,13.3,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,13.3,13.3,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LBP,IDF - AE - Plan d'action (PCA 2016),WBT,LPE,OGR,4 - Gagnée,1.0,Oui,POS097,28.0,NA,NA,NA,28.0,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,La Poste,28.0,28.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
LVMH ?,Cadrage Programme Call Centrer,WBT,MLO,JSO,0 - A qualifier,0.4,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,LVMH,50.0,20.0,NA,NA,NA,NA,NA,1.0,2017-01-01
LVMH ?,Cadrage Digital Assets,WBT,MLO,JSO,0 - A qualifier,0.4,Non,NA,180.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,LVMH,180.0,72.0,NA,NA,NA,NA,NA,1.0,2017-01-01
MME,Stratégie digitale et feuille de route,WAss,PCO,MMO,7 - Perdue,0.0,Oui,NA,26.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,Mutuelle Mieux-Etre,26.0,0.0,NA,NA,2016-12-08T00:00:00Z,NA,2016-12-21T00:00:00Z,1.0,2017-01-01
Mutuelle Saint Christophe,Définition stratégie Groupe & Digitale,WBT,MBO,ORE,1 - Qualifiée,0.4,Non,NA,70.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,AXA,70.0,28.0,2016-12-09T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
Nexity,Accompagnement CDR T1 2017 ,WBT,MLO,OGR,4 - Gagnée,1.0,Oui,NEXxxx,99.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,Nexity,0.0,99.0,NA,2016-12-09T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Nexity,Accompagnement CDR T1 2017 (Option ) ,WBT,MLO,OGR,2 - A émettre,0.6,Oui,NEXxxx,68.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,Nexity,0.0,40.8,NA,2016-12-09T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Nexity,Architecte d'entreprise IR,WBT,MLO,OGR,2 - A émettre,0.6,Oui,NEXxxx,60.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Industrie & services,Nexity,0.0,36.0,NA,2016-12-09T00:00:00Z,NA,NA,NA,1.0,2017-01-01
Nexity,Migration de DataCenter,WBT,OGR,OGR,5 - No follow,0.2,Non,NA,50.0,NA,NA,NA,NA,NA,18/10 : proposer un dispositif type E. Wilmenot ,2017-01-01T00:00:00Z,Transformation,Industrie & services,Nexity,50.0,0.0,2016-11-01T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
Nexity,Accompagnement au changement Management DDI,WBT,JVE,OGR,5 - No follow,0.2,Non,NEX001,50.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Industrie & services,Nexity,50.0,0.0,NA,NA,NA,NA,NA,1.0,2017-01-01
Nexity,Sell-on Accompagnement DAM,WBT,JVE,OGR,4 - Gagnée,1.0,Oui,NEXxxx,76.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Industrie & services,Nexity,76.0,76.0,NA,2016-11-22T00:00:00Z,2016-12-16T00:00:00Z,2016-12-19T00:00:00Z,NA,1.0,2017-01-01
Nexity,UX - Espace privé,WBT,ARE,OGR,3 - Emise,0.6,Non,NEXZZZ,25.6,NA,26.5,NA,NA,NA,Propale Ecosystème Weave/TE,2017-01-02T00:00:00Z,Digital Innovation,Industrie & services,Nexity,52.1,15.36,2016-11-20T00:00:00Z,2016-12-05T00:00:00Z,2016-12-16T00:00:00Z,NA,NA,1.0,2017-01-01
Protex International,Stratégie digitale et feuille de route,WBT,NA,MMO,2 - A émettre,0.4,Non,NA,40.0,NA,NA,NA,NA,NA,NA,2017-01-15T00:00:00Z,Digital Innovation,Industrie & services,Protex International,40.0,16.0,2016-12-01T00:00:00Z,2016-12-06T00:00:00Z,2016-12-15T00:00:00Z,NA,NA,1.0,2017-01-01
PSG,Accompagnement Si performance sportive,WBT,KLA,BES,3 - Emise,0.2,Non,NA,132.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Transformation,Industrie & services,PSG,132.0,26.400000000000002,NA,NA,2016-11-25T00:00:00Z,NA,NA,1.0,2017-01-01
RATP,Transformation Digitale,WBT,JSO,MMO,7 - Perdue,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Industrie & services,NA,50.0,0.0,NA,NA,2016-12-05T00:00:00Z,NA,NA,1.0,2017-01-01
SG-BDDF,SG - BDDF : CDS Communautés T2-T3-T4 2017,WBT,MBO,MMO,0 - A qualifier,0.4,Oui,NA,120.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,SG,120.0,48.0,NA,2016-12-09T00:00:00Z,NA,NA,NA,1.0,2017-01-01
SG-BDDF,SG - BDDF : CDS Communautés T1 2017 - Communauté RC PRO,WBT,MBO,MMO,3 - Emise,0.6,Oui,NA,30.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,SG,30.0,18.0,NA,2016-12-09T00:00:00Z,2016-12-09T00:00:00Z,NA,NA,1.0,2017-01-01
SG-BSC,SG - BSC Datalab - Opportunité DataLab auprès du nouveau département Data de BSC,WBT,BMO,GCH,0 - A qualifier,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,BMO : Rendez-vous à organiser via F. Bouloy,2017-01-01T00:00:00Z,Data,Banque,SG,20.0,0.0,NA,NA,NA,NA,2016-09-27T00:00:00Z,1.0,2017-01-01
SG-BSC,SG - BSC Refonte fonction gouvernance IT,WBT,BMO,GCH,4 - Gagnée,1.0,Non,SG030,130.0,NA,NA,NA,NA,NA,BMO : Anne-Claire Gigant,2017-01-01T00:00:00Z,Transformation,Banque,SG,130.0,130.0,NA,NA,NA,2016-07-19T00:00:00Z,NA,1.0,2017-01-01
SG-BSC,SG - Création Communauté Architecture,WBT,JSO,JSO,1 - Qualifiée,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,SG,20.0,4.0,2016-10-31T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
SG-GTB,SG - GTB : PMO 2017,WBan,BMO,JSO,2 - A émettre,1.0,Oui,WFS/SG065,38.0,NA,NA,NA,NA,NA,BMO : Attente confirmation du dispositif par BA,2017-01-01T00:00:00Z,Transformation,Banque,SG,38.0,38.0,NA,2016-11-23T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,1.0,2017-01-01
SG-GTS-EUS,SG - EUS - Marketing des offres et des usages - Sell-on #2,WBT,BMO/ARE,GCH,3 - Emise,0.6,Oui,WG/SG054,20.0,NA,NA,NA,NA,NA,Closing2016/04/11 : En attente retour cliente,2017-01-01T00:00:00Z,Transformation,Banque,SG,20.0,12.0,NA,2016-05-23T00:00:00Z,2016-05-23T00:00:00Z,NA,NA,1.0,2017-01-01
SG-GTS-STP,SG - STP :Diag et Cadre de Ref Architecture SI Interne GTS STP,WBT,GDE,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,ETM,Banque,SG,20.0,4.0,NA,NA,NA,NA,NA,1.0,2017-01-01
SG-ITIM,SG-ITIM : Datalab : POC Data ,Airmis,JDO / BMO,BES,2 - A émettre,0.4,Non,NA,NA,NA,NA,NA,NA,NA,Propale pour appuyer la réalisation de POC sur des cas d'usages existants,2017-01-01T00:00:00Z,Data,Banque,SG,0.0,0.0,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,NA,NA,NA,1.0,2017-01-01
SG-ITIM,SG - ITIM : Transformation COO - Sell-On #1,WBT,BMO,GCH,2 - A émettre,1.0,Non,WG/SG074,20.0,NA,NA,NA,NA,NA,PC BMO : Rencontre client pour mieux qualifier la demande,2017-01-01T00:00:00Z,Transformation,Banque,SG,20.0,20.0,NA,2016-10-14T00:00:00Z,NA,NA,NA,1.0,2017-01-01
SG-ITIM,Accompagnement IF,WBT,JSO,JSO,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,SG,20.0,4.0,NA,NA,NA,NA,NA,1.0,2017-01-01
SG-ITIM,SG-ITIM : Data management ,Airmis,SMA / BMO,BES,3 - Emise,0.6,Non,NA,18.0,NA,NA,NA,NA,NA,propale émise,2017-01-09T00:00:00Z,Data,Banque,SG,18.0,10.799999999999999,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,2016-11-28T00:00:00Z,NA,NA,1.0,2017-01-01
SG-ITIM,SG - ITIM :Cadrage Automates Agence - Sell-On #2,WBan,BMO/LHE,JSO,1 - Qualifiée,0.6,Oui,WG/SG043A,50.0,NA,NA,NA,NA,NA,Reporté à 2017,2017-01-10T00:00:00Z,Digital Innovation,Banque,SG,50.0,30.0,2016-05-23T00:00:00Z,NA,NA,NA,NA,1.0,2017-01-01
